Id,division,user type,country,WS_01,WS_02,WS_03,WS_04,WS_05,WS_06,WS_07,WS_08,WS_09,WS_10,WS_11,WSx_11,WSx_12,WSx_13,WSx_14,WSx_15,WSx_16,WSx_17,WSx_18,WSx_19,WSx_20,WS_RM,WS_RM_Language,WS_RM_eng,WS_RM2,WS_RM2_Language,WS_RM2_eng,BA_01,BA_02,BA_03,BA_04,BA_05,BA_06,BAx_11,BAx_12,BAx_13,BAx_14,BAx_15,BAx_16,BAx_17,BAx_18,BAx_19,BAx_20,BA_RM,BA_RM_Language,BA_RM_eng,BA_RM2,BA_RM2_Language,BA_RM2_eng,TR_01,TR_02,TR_03,TR_04,TR_05,TR_06,TR_07,TR_08,TR_09,TR_10,TRx_11,TRx_12,TRx_13,TRx_14,TRx_15,TRx_16,TRx_17,TRx_18,TRx_19,TRx_20,general_OS,general_RM
4926,Supply Chain,engineer,France,2,2,1,1,4,1,4,3,,,,2,4,,,,,,,,,,,,,,,1,3,4,3,4,1,,,,,,,,,,,,,,,,,1,3,3,1,2,3,3,,,,,,,,,,,,,,8,
4927,Human Resources,sales,Romania,4,4,4,3,4,1,2,1,,,,1,3,,,,,,,,,,,,,,,4,2,3,2,1,3,,,,,,,,,,,,,,,,,3,3,2,4,3,1,1,,,,,,,,,,,,,,6,
4928,Sales & Export,kiosk worker,Germany,4,1,2,2,1,1,1,3,,,,2,3,,,,,,,,,,,,,,,4,3,4,3,1,1,,,,,,,,,,,,,,,,,3,2,4,4,2,2,1,,,,,,,,,,,,,,10,
4929,Professional Operations,field service engineer,Norway,1,1,3,2,3,2,4,1,,,,3,4,,,,,,,,,,,,,,,4,2,3,2,4,2,,,,,,,,,,,,,,,,,4,3,1,1,1,4,2,,,,,,,,,,,,,,9,
4930,General Management,engineer,Ireland,3,2,3,4,1,2,2,1,,,,1,1,,,,,,,,,,,,,,,3,4,3,1,1,3,,,,,,,,,,,,,,,,,3,1,2,2,1,2,2,,,,,,,,,,,,,,6,
4931,Operations & Manufacturing,sales,Germany,4,1,2,1,4,4,1,4,,,,3,4,,,,,,,,,,,,,,,4,4,3,2,4,2,,,,,,,,,,,,,,,,,4,3,1,1,1,4,1,,,,,,,,,,,,,,5,
4932,Marketing,kiosk worker,Spain,3,2,3,4,3,4,1,4,,,,1,4,,,,,,,,,,,,,,,2,1,3,1,3,3,,,,,,,,,,,,,,,,,2,2,4,4,2,4,1,,,,,,,,,,,,,,4,
4933,Supply Chain,field service engineer,Netherlands,2,2,3,4,2,3,1,1,,,,4,1,,,,,,,,,,,,,,,1,4,2,3,1,1,,,,,,,,,,,,,,,,,1,3,3,1,3,3,4,,,,,,,,,,,,,,5,
4934,Sales & Export,engineer,Brazil,4,1,1,2,4,3,2,2,,,,4,3,,,,,,,,,,,,,,,3,1,1,1,3,1,,,,,,,,,,,,,,,,,2,4,3,4,1,2,4,,,,,,,,,,,,,,8,
4935,Professional Operations,sales,Belgium,3,2,4,3,4,3,1,1,,,,2,2,,,,,,,,,,,,,,,4,1,1,3,1,4,,,,,,,,,,,,,,,,,3,1,1,4,4,2,3,,,,,,,,,,,,,,9,
4936,Sales & Export,kiosk worker,Brazil,3,3,2,2,2,1,2,4,,,,1,2,,,,,,,,,,,,,,,2,4,3,2,1,4,,,,,,,,,,,,,,,,,1,1,1,1,1,3,3,,,,,,,,,,,,,,5,
4937,Sales & Export,field service engineer,Russia,3,1,1,4,4,1,2,1,,,,2,4,,,,,,,,,,,,,,,3,3,4,4,4,2,,,,,,,,,,,,,,,,,3,4,3,3,4,2,2,,,,,,,,,,,,,,4,
4938,Finance,engineer,New Zealand,3,2,1,3,2,2,2,4,,,,2,1,,,,,,,,,,,,,,,2,4,2,2,3,2,,,,,,,,,,,,,,,,,4,2,3,4,2,1,3,,,,,,,,,,,,,,8,
4939,Strategy & PMI,sales,Malaysia,3,4,2,1,3,3,4,1,,,,3,1,,,,,,,,,,,,,,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,4,2,4,4,4,3,3,,,,,,,,,,,,,,4,
4940,Operations & Manufacturing,kiosk worker,Netherlands,4,1,2,3,4,3,3,3,,,,2,2,,,,,,,,,,,,,,,2,3,1,1,4,1,,,,,,,,,,,,,,,,,4,2,4,3,2,2,1,,,,,,,,,,,,,,7,
4941,Sales & Export,field service engineer,Germany,3,1,4,3,3,1,3,1,,,,4,2,,,,,,,,,,,,,,,1,3,2,3,1,2,,,,,,,,,,,,,,,,,2,3,4,1,4,1,3,,,,,,,,,,,,,,10,
4942,Sales & Export,engineer,Germany,1,2,4,3,2,3,3,2,,,,3,4,,,,,,,,,,,,,,,1,1,1,3,2,4,,,,,,,,,,,,,,,,,4,1,4,2,3,1,2,,,,,,,,,,,,,,8,
4943,Sales & Export,sales,United Kingdom,1,3,3,3,3,4,3,3,,,,3,1,,,,,,,,,,,,,,,3,2,1,3,3,3,,,,,,,,,,,,,,,,,4,3,3,4,1,2,1,,,,,,,,,,,,,,6,
4944,Information Technology,kiosk worker,Netherlands,2,3,1,3,1,3,1,3,,,,1,3,,,,,,,,,,,,,,,3,3,3,2,4,3,,,,,,,,,,,,,,,,,2,2,4,3,1,1,1,,,,,,,,,,,,,,8,
4945,Operations & Manufacturing,field service engineer,Thailand,1,1,1,1,1,4,2,2,,,,1,3,,,,,,,,,,,,,,,1,1,3,2,1,4,,,,,,,,,,,,,,,,,4,3,1,1,3,4,3,,,,,,,,,,,,,,6,
4946,Supply Chain,engineer,France,1,1,4,2,1,1,2,3,,,,4,4,,,,,,,,,,,,,,,1,1,1,2,1,2,,,,,,,,,,,,,,,,,3,4,4,2,4,4,2,,,,,,,,,,,,,,5,
4947,Human Resources,sales,Romania,2,1,3,2,1,4,3,1,,,,2,1,,,,,,,,,,,,,,,2,4,4,1,4,3,,,,,,,,,,,,,,,,,4,4,1,1,3,4,3,,,,,,,,,,,,,,7,
4948,Sales & Export,kiosk worker,Germany,4,4,1,1,1,2,2,4,,,,1,4,,,,,,,,,,,,,,,4,1,2,3,4,1,,,,,,,,,,,,,,,,,3,2,3,4,4,4,3,,,,,,,,,,,,,,9,
4949,Professional Operations,field service engineer,Norway,1,2,4,4,2,1,4,1,,,,1,4,,,,,,,,,,,,,,,3,4,1,3,1,4,,,,,,,,,,,,,,,,,3,1,2,2,1,3,2,,,,,,,,,,,,,,9,
4950,General Management,engineer,Ireland,1,2,4,4,4,2,1,1,,,,4,3,,,,,,,,,,,,,,,1,4,4,3,2,3,,,,,,,,,,,,,,,,,3,1,1,4,1,3,4,,,,,,,,,,,,,,5,
4951,Operations & Manufacturing,sales,Germany,2,1,1,3,3,2,3,1,,,,4,3,,,,,,,,,,,,,,,1,1,3,3,3,2,,,,,,,,,,,,,,,,,2,2,4,3,1,3,1,,,,,,,,,,,,,,8,
4952,Marketing,kiosk worker,Spain,4,1,2,1,1,1,1,3,,,,2,2,,,,,,,,,,,,,,,3,4,3,4,3,3,,,,,,,,,,,,,,,,,4,1,2,1,3,2,3,,,,,,,,,,,,,,9,
4953,Supply Chain,field service engineer,Netherlands,1,4,2,2,3,1,3,3,,,,4,4,,,,,,,,,,,,,,,2,4,1,4,4,2,,,,,,,,,,,,,,,,,1,1,3,4,4,3,1,,,,,,,,,,,,,,6,
4954,Sales & Export,engineer,Brazil,2,1,3,3,1,1,1,3,,,,2,4,,,,,,,,,,,,,,,1,1,1,1,4,4,,,,,,,,,,,,,,,,,2,1,4,4,3,1,4,,,,,,,,,,,,,,4,
4955,Professional Operations,sales,Belgium,2,3,2,3,2,2,1,2,,,,3,1,,,,,,,,,,,,,,,1,1,1,4,3,2,,,,,,,,,,,,,,,,,4,3,3,2,1,3,4,,,,,,,,,,,,,,10,
4956,Sales & Export,kiosk worker,Brazil,2,3,3,1,2,2,1,3,,,,3,4,,,,,,,,,,,,,,,3,4,3,2,2,4,,,,,,,,,,,,,,,,,4,3,3,3,1,2,2,,,,,,,,,,,,,,8,
4957,Sales & Export,field service engineer,Russia,4,3,4,4,1,1,1,2,,,,3,2,,,,,,,,,,,,,,,2,4,4,3,4,1,,,,,,,,,,,,,,,,,4,4,3,4,2,2,4,,,,,,,,,,,,,,5,
4958,Finance,engineer,New Zealand,2,3,1,2,4,2,2,4,,,,2,4,,,,,,,,,,,,,,,3,3,1,2,3,4,,,,,,,,,,,,,,,,,4,4,4,2,1,3,1,,,,,,,,,,,,,,4,
4959,Strategy & PMI,sales,Malaysia,1,1,1,2,1,2,2,1,,,,1,2,,,,,,,,,,,,,,,2,1,1,2,4,1,,,,,,,,,,,,,,,,,3,1,2,1,4,2,2,,,,,,,,,,,,,,8,
4960,Operations & Manufacturing,kiosk worker,Netherlands,3,3,2,1,2,4,3,1,,,,4,2,,,,,,,,,,,,,,,4,4,1,2,2,1,,,,,,,,,,,,,,,,,4,3,3,1,2,1,2,,,,,,,,,,,,,,7,
4961,Sales & Export,field service engineer,Germany,3,2,4,2,3,1,2,1,,,,3,3,,,,,,,,,,,,,,,3,3,2,4,4,2,,,,,,,,,,,,,,,,,2,1,1,2,2,2,1,,,,,,,,,,,,,,6,
4962,Sales & Export,engineer,Germany,2,2,4,4,3,2,3,1,,,,2,2,,,,,,,,,,,,,,,3,1,4,3,2,1,,,,,,,,,,,,,,,,,3,1,4,3,4,1,1,,,,,,,,,,,,,,6,
4963,Sales & Export,sales,United Kingdom,3,2,4,1,1,3,1,1,,,,2,4,,,,,,,,,,,,,,,4,3,4,1,3,1,,,,,,,,,,,,,,,,,4,3,3,3,2,2,3,,,,,,,,,,,,,,7,
4964,Information Technology,kiosk worker,Netherlands,4,2,3,3,2,3,1,2,,,,3,1,,,,,,,,,,,,,,,1,1,3,3,3,3,,,,,,,,,,,,,,,,,3,1,3,3,3,4,3,,,,,,,,,,,,,,5,
4965,Operations & Manufacturing,field service engineer,Thailand,4,3,2,2,3,1,4,3,,,,4,2,,,,,,,,,,,,,,,2,1,1,2,1,1,,,,,,,,,,,,,,,,,4,1,4,4,2,1,1,,,,,,,,,,,,,,10,
4966,Supply Chain,engineer,France,3,1,4,3,3,3,4,2,,,,3,3,,,,,,,,,,,,,,,2,1,3,1,2,2,,,,,,,,,,,,,,,,,2,3,1,1,2,4,1,,,,,,,,,,,,,,10,
4967,Human Resources,sales,Romania,3,4,3,2,2,1,4,3,,,,2,3,,,,,,,,,,,,,,,2,4,1,2,3,1,,,,,,,,,,,,,,,,,1,2,3,4,1,4,3,,,,,,,,,,,,,,8,
4968,Sales & Export,kiosk worker,Germany,4,4,4,4,2,2,2,1,,,,4,4,,,,,,,,,,,,,,,1,2,2,2,3,3,,,,,,,,,,,,,,,,,4,4,1,4,2,3,2,,,,,,,,,,,,,,7,
4969,Professional Operations,field service engineer,Norway,3,2,2,2,4,1,3,3,,,,2,2,,,,,,,,,,,,,,,2,2,1,2,4,3,,,,,,,,,,,,,,,,,1,4,3,3,4,4,1,,,,,,,,,,,,,,10,
4970,General Management,engineer,Ireland,4,2,3,4,1,3,2,1,,,,2,4,,,,,,,,,,,,,,,1,3,2,1,2,4,,,,,,,,,,,,,,,,,4,2,3,1,1,4,2,,,,,,,,,,,,,,8,
4971,Operations & Manufacturing,sales,Germany,3,4,4,4,2,2,2,2,,,,4,2,,,,,,,,,,,,,,,3,4,3,1,1,2,,,,,,,,,,,,,,,,,4,3,1,3,2,4,3,,,,,,,,,,,,,,4,
4972,Marketing,kiosk worker,Spain,1,2,4,1,3,1,1,2,,,,2,3,,,,,,,,,,,,,,,2,1,4,1,3,4,,,,,,,,,,,,,,,,,3,4,4,1,1,1,1,,,,,,,,,,,,,,9,
4973,Supply Chain,field service engineer,Netherlands,3,1,4,4,2,2,3,4,,,,2,4,,,,,,,,,,,,,,,4,3,3,2,1,3,,,,,,,,,,,,,,,,,2,1,1,4,2,3,3,,,,,,,,,,,,,,9,
4974,Sales & Export,engineer,Brazil,1,2,2,4,2,4,4,1,,,,1,2,,,,,,,,,,,,,,,2,2,2,1,4,3,,,,,,,,,,,,,,,,,3,4,3,2,3,2,1,,,,,,,,,,,,,,5,
4975,Professional Operations,sales,Belgium,4,3,1,2,1,2,3,2,,,,4,2,,,,,,,,,,,,,,,4,4,4,4,2,3,,,,,,,,,,,,,,,,,1,3,3,4,3,3,4,,,,,,,,,,,,,,9,
4976,Sales & Export,kiosk worker,Brazil,4,2,1,2,4,3,4,1,,,,2,3,,,,,,,,,,,,,,,1,2,1,3,3,1,,,,,,,,,,,,,,,,,1,2,2,3,3,2,2,,,,,,,,,,,,,,10,
4977,Sales & Export,field service engineer,Russia,3,1,2,4,4,3,2,2,,,,1,1,,,,,,,,,,,,,,,1,3,3,4,2,3,,,,,,,,,,,,,,,,,2,1,4,4,4,3,2,,,,,,,,,,,,,,7,
4978,Finance,engineer,New Zealand,1,3,2,2,3,3,2,2,,,,4,4,,,,,,,,,,,,,,,2,4,3,3,3,3,,,,,,,,,,,,,,,,,1,1,3,4,1,3,4,,,,,,,,,,,,,,4,
4979,Strategy & PMI,sales,Malaysia,3,2,2,4,4,3,3,3,,,,3,4,,,,,,,,,,,,,,,2,3,2,1,3,1,,,,,,,,,,,,,,,,,1,1,1,3,4,1,1,,,,,,,,,,,,,,10,
4980,Operations & Manufacturing,kiosk worker,Netherlands,2,1,1,2,4,2,3,1,,,,1,2,,,,,,,,,,,,,,,1,2,4,3,4,4,,,,,,,,,,,,,,,,,3,4,3,3,2,4,3,,,,,,,,,,,,,,9,
4981,Sales & Export,field service engineer,Germany,2,4,4,3,2,1,2,4,,,,1,4,,,,,,,,,,,,,,,1,3,3,3,3,3,,,,,,,,,,,,,,,,,2,1,4,4,2,1,3,,,,,,,,,,,,,,8,
4982,Sales & Export,engineer,Germany,3,3,4,2,3,3,4,3,,,,4,4,,,,,,,,,,,,,,,4,3,4,1,3,2,,,,,,,,,,,,,,,,,1,2,3,1,4,3,3,,,,,,,,,,,,,,9,
4983,Sales & Export,sales,United Kingdom,2,2,3,3,2,4,2,1,,,,3,2,,,,,,,,,,,,,,,2,1,1,3,4,3,,,,,,,,,,,,,,,,,1,2,4,1,2,3,2,,,,,,,,,,,,,,5,
4984,Information Technology,kiosk worker,Netherlands,2,4,2,3,3,3,4,3,,,,4,3,,,,,,,,,,,,,,,4,1,4,4,1,1,,,,,,,,,,,,,,,,,3,3,2,3,3,1,2,,,,,,,,,,,,,,9,
4985,Operations & Manufacturing,field service engineer,Thailand,4,3,1,3,4,2,2,2,,,,3,2,,,,,,,,,,,,,,,3,2,1,1,4,4,,,,,,,,,,,,,,,,,4,3,2,4,1,4,1,,,,,,,,,,,,,,7,
4986,Supply Chain,engineer,France,1,4,3,3,2,1,4,1,,,,2,2,,,,,,,,,,,,,,,4,4,4,3,1,2,,,,,,,,,,,,,,,,,2,4,4,1,4,4,3,,,,,,,,,,,,,,8,
4987,Human Resources,sales,Romania,4,1,2,3,3,1,3,2,,,,2,3,,,,,,,,,,,,,,,3,4,1,1,3,1,,,,,,,,,,,,,,,,,1,1,4,2,4,4,1,,,,,,,,,,,,,,4,
4988,Sales & Export,kiosk worker,Germany,4,2,2,2,1,3,1,4,,,,3,3,,,,,,,,,,,,,,,3,2,1,3,2,3,,,,,,,,,,,,,,,,,2,4,1,3,2,2,1,,,,,,,,,,,,,,5,
4989,Professional Operations,field service engineer,Norway,1,1,4,3,1,2,1,2,,,,3,3,,,,,,,,,,,,,,,4,4,2,2,1,4,,,,,,,,,,,,,,,,,3,4,3,3,1,2,2,,,,,,,,,,,,,,7,
4990,General Management,engineer,Ireland,3,3,3,3,1,4,1,2,,,,1,4,,,,,,,,,,,,,,,2,1,2,1,2,2,,,,,,,,,,,,,,,,,3,3,2,4,3,3,1,,,,,,,,,,,,,,4,
4991,Operations & Manufacturing,sales,Germany,2,4,4,4,1,2,1,4,,,,3,1,,,,,,,,,,,,,,,3,2,4,4,3,3,,,,,,,,,,,,,,,,,2,3,1,3,2,4,2,,,,,,,,,,,,,,9,
4992,Marketing,kiosk worker,Spain,2,2,2,3,3,4,2,3,,,,1,3,,,,,,,,,,,,,,,1,2,3,2,3,2,,,,,,,,,,,,,,,,,1,4,3,1,1,1,4,,,,,,,,,,,,,,6,
4993,Supply Chain,field service engineer,Netherlands,3,2,3,4,3,1,1,2,,,,4,2,,,,,,,,,,,,,,,1,3,4,4,2,1,,,,,,,,,,,,,,,,,2,1,2,1,3,2,2,,,,,,,,,,,,,,10,
4994,Sales & Export,engineer,Brazil,4,3,3,1,3,3,1,2,,,,1,3,,,,,,,,,,,,,,,4,3,4,2,2,2,,,,,,,,,,,,,,,,,2,2,3,1,4,1,2,,,,,,,,,,,,,,7,
4995,Professional Operations,sales,Belgium,4,1,4,4,4,2,2,4,,,,4,3,,,,,,,,,,,,,,,4,3,1,1,3,2,,,,,,,,,,,,,,,,,4,4,4,4,3,1,1,,,,,,,,,,,,,,6,
4996,Sales & Export,kiosk worker,Brazil,2,1,4,4,1,1,2,4,,,,3,3,,,,,,,,,,,,,,,3,1,2,1,4,3,,,,,,,,,,,,,,,,,2,4,4,4,2,4,4,,,,,,,,,,,,,,9,
4997,Sales & Export,field service engineer,Russia,2,1,2,1,3,3,4,2,,,,4,2,,,,,,,,,,,,,,,2,1,2,2,4,2,,,,,,,,,,,,,,,,,4,1,4,4,2,2,3,,,,,,,,,,,,,,9,
4998,Finance,engineer,New Zealand,3,3,3,4,2,4,2,3,,,,4,4,,,,,,,,,,,,,,,3,4,1,1,2,3,,,,,,,,,,,,,,,,,4,4,3,3,2,4,1,,,,,,,,,,,,,,6,
4999,Strategy & PMI,sales,Malaysia,1,4,3,4,2,4,4,1,,,,3,4,,,,,,,,,,,,,,,2,1,2,2,1,1,,,,,,,,,,,,,,,,,1,1,2,4,4,3,3,,,,,,,,,,,,,,9,
5000,Operations & Manufacturing,kiosk worker,Netherlands,4,3,3,2,1,2,1,1,,,,1,2,,,,,,,,,,,,,,,3,3,3,4,2,4,,,,,,,,,,,,,,,,,2,2,3,1,3,2,3,,,,,,,,,,,,,,5,
5001,Sales & Export,field service engineer,Germany,4,2,1,3,2,4,1,3,,,,3,3,,,,,,,,,,,,,,,2,1,1,3,1,1,,,,,,,,,,,,,,,,,2,2,1,3,4,1,4,,,,,,,,,,,,,,6,
5002,Sales & Export,engineer,Germany,4,4,4,1,4,3,3,4,,,,4,3,,,,,,,,,,,,,,,1,2,3,4,1,2,,,,,,,,,,,,,,,,,2,3,3,3,1,1,2,,,,,,,,,,,,,,6,
5003,Sales & Export,sales,United Kingdom,3,3,1,1,1,2,4,2,,,,3,1,,,,,,,,,,,,,,,3,1,4,2,1,1,,,,,,,,,,,,,,,,,2,3,2,3,2,3,2,,,,,,,,,,,,,,10,
5004,Information Technology,kiosk worker,Netherlands,4,3,3,1,3,4,3,1,,,,4,2,,,,,,,,,,,,,,,3,3,3,4,1,4,,,,,,,,,,,,,,,,,1,4,4,4,4,4,2,,,,,,,,,,,,,,5,
5005,Operations & Manufacturing,field service engineer,Thailand,1,4,4,2,2,1,1,4,,,,1,2,,,,,,,,,,,,,,,2,3,2,2,2,1,,,,,,,,,,,,,,,,,4,1,2,3,1,2,2,,,,,,,,,,,,,,4,
5006,Supply Chain,engineer,France,2,1,3,2,4,1,4,1,,,,4,2,,,,,,,,,,,,,,,4,3,3,4,4,3,,,,,,,,,,,,,,,,,4,1,2,1,1,1,2,,,,,,,,,,,,,,4,
5007,Human Resources,sales,Romania,3,4,2,4,1,4,2,4,,,,4,3,,,,,,,,,,,,,,,3,4,2,4,4,2,,,,,,,,,,,,,,,,,1,2,3,3,3,4,3,,,,,,,,,,,,,,8,
5008,Sales & Export,kiosk worker,Germany,3,4,1,3,3,3,4,2,,,,1,2,,,,,,,,,,,,,,,4,4,1,4,2,3,,,,,,,,,,,,,,,,,1,3,2,2,1,1,2,,,,,,,,,,,,,,10,
5009,Professional Operations,field service engineer,Norway,2,3,2,2,2,1,2,1,,,,2,2,,,,,,,,,,,,,,,4,1,4,3,2,4,,,,,,,,,,,,,,,,,2,4,3,2,3,3,1,,,,,,,,,,,,,,8,
5010,General Management,engineer,Ireland,1,1,3,2,2,3,2,3,,,,2,4,,,,,,,,,,,,,,,2,1,3,4,3,4,,,,,,,,,,,,,,,,,4,2,4,3,1,1,1,,,,,,,,,,,,,,10,
5011,Operations & Manufacturing,sales,Germany,3,2,1,1,4,3,4,2,,,,4,2,,,,,,,,,,,,,,,1,1,1,2,3,4,,,,,,,,,,,,,,,,,2,2,4,3,3,2,2,,,,,,,,,,,,,,7,
5012,Marketing,kiosk worker,Spain,1,2,2,2,3,3,4,1,,,,3,2,,,,,,,,,,,,,,,3,4,3,3,4,1,,,,,,,,,,,,,,,,,3,2,2,3,2,2,1,,,,,,,,,,,,,,4,
5013,Supply Chain,field service engineer,Netherlands,2,3,2,3,1,2,4,3,,,,1,2,,,,,,,,,,,,,,,2,4,1,1,3,2,,,,,,,,,,,,,,,,,2,3,1,4,3,1,3,,,,,,,,,,,,,,4,
5014,Sales & Export,engineer,Brazil,2,2,4,1,3,4,4,3,,,,3,3,,,,,,,,,,,,,,,2,2,2,3,2,2,,,,,,,,,,,,,,,,,4,4,4,3,1,1,1,,,,,,,,,,,,,,5,
5015,Professional Operations,sales,Belgium,4,2,4,1,2,2,2,2,,,,4,4,,,,,,,,,,,,,,,2,4,2,1,2,4,,,,,,,,,,,,,,,,,1,3,4,2,1,4,1,,,,,,,,,,,,,,6,
5016,Sales & Export,kiosk worker,Brazil,3,4,2,1,3,1,1,3,,,,1,3,,,,,,,,,,,,,,,3,1,2,3,4,4,,,,,,,,,,,,,,,,,4,3,3,2,3,1,3,,,,,,,,,,,,,,5,
5017,Sales & Export,field service engineer,Russia,2,4,3,4,1,2,1,4,,,,1,2,,,,,,,,,,,,,,,4,2,1,3,4,3,,,,,,,,,,,,,,,,,2,2,1,3,4,3,4,,,,,,,,,,,,,,7,
5018,Finance,engineer,New Zealand,3,1,2,2,1,3,4,4,,,,2,1,,,,,,,,,,,,,,,1,1,3,2,1,4,,,,,,,,,,,,,,,,,2,4,2,1,1,3,4,,,,,,,,,,,,,,8,
5019,Strategy & PMI,sales,Malaysia,3,3,2,2,1,4,2,2,,,,1,2,,,,,,,,,,,,,,,4,1,1,4,1,2,,,,,,,,,,,,,,,,,3,1,1,3,2,4,4,,,,,,,,,,,,,,8,
5020,Operations & Manufacturing,kiosk worker,Netherlands,3,2,2,3,2,2,1,1,,,,2,2,,,,,,,,,,,,,,,1,4,1,3,1,1,,,,,,,,,,,,,,,,,3,1,1,4,2,1,2,,,,,,,,,,,,,,6,
5021,Sales & Export,field service engineer,Germany,2,3,1,2,1,3,4,2,,,,3,4,,,,,,,,,,,,,,,3,2,2,2,1,4,,,,,,,,,,,,,,,,,4,1,2,1,2,4,3,,,,,,,,,,,,,,6,
5022,Sales & Export,engineer,Germany,3,2,3,2,3,3,1,4,,,,2,1,,,,,,,,,,,,,,,4,2,4,4,3,1,,,,,,,,,,,,,,,,,1,1,3,4,2,3,2,,,,,,,,,,,,,,10,
5023,Sales & Export,sales,United Kingdom,4,1,1,1,4,3,4,4,,,,2,3,,,,,,,,,,,,,,,3,1,4,4,3,3,,,,,,,,,,,,,,,,,3,3,2,1,3,1,2,,,,,,,,,,,,,,5,
5024,Information Technology,kiosk worker,Netherlands,3,3,3,2,3,1,2,4,,,,1,4,,,,,,,,,,,,,,,3,4,2,2,1,3,,,,,,,,,,,,,,,,,3,4,1,3,4,2,4,,,,,,,,,,,,,,9,
5025,Operations & Manufacturing,field service engineer,Thailand,4,3,3,1,4,2,1,3,,,,4,3,,,,,,,,,,,,,,,2,4,1,2,4,3,,,,,,,,,,,,,,,,,3,3,1,3,4,3,2,,,,,,,,,,,,,,7,
5026,Supply Chain,engineer,France,2,3,3,4,2,3,4,3,,,,4,2,,,,,,,,,,,,,,,1,4,2,1,2,3,,,,,,,,,,,,,,,,,1,2,4,2,3,2,3,,,,,,,,,,,,,,4,
5027,Human Resources,sales,Romania,3,1,4,1,3,3,2,1,,,,4,2,,,,,,,,,,,,,,,4,4,2,2,2,1,,,,,,,,,,,,,,,,,1,4,2,3,4,4,1,,,,,,,,,,,,,,9,
5028,Sales & Export,kiosk worker,Germany,3,1,1,3,3,4,1,1,,,,1,1,,,,,,,,,,,,,,,4,4,2,3,1,1,,,,,,,,,,,,,,,,,1,1,2,2,4,2,1,,,,,,,,,,,,,,4,
5029,Professional Operations,field service engineer,Norway,1,2,2,4,1,1,4,2,,,,2,2,,,,,,,,,,,,,,,2,3,3,3,4,1,,,,,,,,,,,,,,,,,2,3,3,1,4,2,4,,,,,,,,,,,,,,7,
5030,General Management,engineer,Ireland,3,4,3,3,2,4,4,3,,,,3,1,,,,,,,,,,,,,,,3,4,3,1,2,2,,,,,,,,,,,,,,,,,2,1,2,4,3,2,2,,,,,,,,,,,,,,7,
5031,Operations & Manufacturing,sales,Germany,2,4,4,2,1,1,4,2,,,,2,2,,,,,,,,,,,,,,,1,4,2,4,2,1,,,,,,,,,,,,,,,,,4,3,4,2,1,1,1,,,,,,,,,,,,,,5,
5032,Marketing,kiosk worker,Spain,1,4,2,2,3,3,1,3,,,,2,3,,,,,,,,,,,,,,,4,4,1,1,1,1,,,,,,,,,,,,,,,,,2,2,1,3,4,2,3,,,,,,,,,,,,,,6,
5033,Supply Chain,field service engineer,Netherlands,2,2,3,4,4,3,1,3,,,,3,3,,,,,,,,,,,,,,,1,4,2,4,3,2,,,,,,,,,,,,,,,,,3,1,1,3,4,2,4,,,,,,,,,,,,,,8,
5034,Sales & Export,engineer,Brazil,1,2,1,1,4,3,4,3,,,,4,2,,,,,,,,,,,,,,,3,4,2,3,2,3,,,,,,,,,,,,,,,,,3,4,1,3,4,4,4,,,,,,,,,,,,,,8,
5035,Professional Operations,sales,Belgium,3,1,1,4,1,3,2,2,,,,1,2,,,,,,,,,,,,,,,2,4,1,3,1,2,,,,,,,,,,,,,,,,,3,2,4,2,1,1,4,,,,,,,,,,,,,,7,
5036,Sales & Export,kiosk worker,Brazil,2,3,1,3,1,2,1,3,,,,2,2,,,,,,,,,,,,,,,4,1,2,2,4,2,,,,,,,,,,,,,,,,,2,1,1,3,3,2,2,,,,,,,,,,,,,,8,
5037,Sales & Export,field service engineer,Russia,1,1,3,4,4,4,4,4,,,,3,1,,,,,,,,,,,,,,,2,3,2,4,1,2,,,,,,,,,,,,,,,,,1,3,3,4,3,4,4,,,,,,,,,,,,,,10,
5038,Finance,engineer,New Zealand,1,1,2,4,3,4,2,4,,,,2,1,,,,,,,,,,,,,,,4,2,4,2,4,1,,,,,,,,,,,,,,,,,4,3,2,1,3,1,1,,,,,,,,,,,,,,5,
5039,Strategy & PMI,sales,Malaysia,1,3,2,2,2,4,4,3,,,,4,3,,,,,,,,,,,,,,,2,4,1,3,4,4,,,,,,,,,,,,,,,,,1,2,4,4,2,3,2,,,,,,,,,,,,,,5,
5040,Operations & Manufacturing,kiosk worker,Netherlands,3,1,1,2,3,4,3,2,,,,4,4,,,,,,,,,,,,,,,4,4,2,3,2,1,,,,,,,,,,,,,,,,,4,4,1,3,3,4,2,,,,,,,,,,,,,,4,
5041,Sales & Export,field service engineer,Germany,3,1,3,1,2,1,3,2,,,,4,1,,,,,,,,,,,,,,,2,2,1,4,3,2,,,,,,,,,,,,,,,,,4,1,2,3,4,4,2,,,,,,,,,,,,,,10,
5042,Sales & Export,engineer,Germany,1,1,2,3,3,1,3,4,,,,4,2,,,,,,,,,,,,,,,1,4,2,2,4,3,,,,,,,,,,,,,,,,,4,1,2,3,1,1,4,,,,,,,,,,,,,,8,
5043,Sales & Export,sales,United Kingdom,1,4,1,2,4,3,4,4,,,,2,1,,,,,,,,,,,,,,,1,3,2,4,2,1,,,,,,,,,,,,,,,,,2,4,3,3,1,2,2,,,,,,,,,,,,,,4,
